listing_id,Name,Description,Neighborhood,ZipCode,Latitude,Longitude,Room type,accommodates,bathrooms,bedrooms,review_scores_rating,reviews_per_month,price,sentiment_compound_polarity
8343,"Quiet, Spacious 3BR, 1.5 BA EV apt w/yard","1200 sq ft, 3 BR, 1.5 BA custom renovation with backyard, near Tompkins Sq Park in artists building. Near great restaurants and boutiques, yet very quiet. Exposed brick, granite countertops, stainless steel appliances. Large main bathroom with deep tub, plus half bath. Sleeps 5-7: Queen bed in MBR, new & comfy full-size futon (with inner memory foam layer) bed in mid size room, and one single (w/extra memory foam mattress on top) in smallest BR. Also, there is a pullout couch (becomes full size bed) in LR with screens that can make it a space that no one walks through. Basic cable, high speed internet, blu ray player with netflix and other apps. Free laundry one floor down. Everything in apt except computer. The entire apt is available for rent, I will not be here. However, I will be available by phone or email to help if any needs arise. I love that the East Village is still a strong community that supports local businesses. It is very green, with lots of community gardens which are o",East Village,10009,40.72480817,-73.98056525,Entire home/apt,7,1.5,3,97,0.15,272,0.939669231
8490,"MAISON DES SIRENES1,bohemian apartment","I am the lucky owner of an amazing brownstone. I have been renting my second floor as a vacation rental for one year plus and have amazing response.I just discovered airbnb and i thought i could try it .looks like fun.!!!! anyway the apt is (URL HIDDEN) features a terrasse with chairs ,table ,umbrella and (URL HIDDEN) is prefect for having a glass of wine in summer nights,grilling,brunch or simply chat and watch the stars!!!! Because the house is about 100 years old,there is antique wood floor,two fireplaces and antique clawfoot tub.The kitchen is enterely equiped(stove ,fridge...) with brick counter like in Tuscany. The master bedroom features a true queen size bed with double french door to the terrasse. The living room offers a daybed that turns into two twins beds or another queen size bed. Towels are provided. cable and wifi The neighbouhood bedstuy is the new upcoming place to be.It is often described as the hidden treasure of Ny.A new italian restaurant just opened a few block a",Bedford-Stuyvesant,11216,40.68371075,-73.94027774,Entire home/apt,5,1,1,95,0.65,120,0.902076389
8505,Sunny Bedroom Across Prospect Park,"Just renovated sun drenched bedroom in a quiet apartment across the street from Prospect Park. Apartment sits across the street from Prospect Park. Cozy bedroom that's just been renovated. Western facing windows, sleep in late, but enjoy plenty of light in the evenings. Recently remodeled modern bathroom. Washer and dryer available for use. High quality sofabed. Yoga mats, yoga blocks  resistance bands and foam roller for your use. Quiet and friendly neighborhood, in the heart of Windsor Terrace. 25 minutes to Manhattan by F train Bedroom and bathroom. In person as well and via Airbnb Quiet and beautiful Windsor Terrace. The apartment is across the street from an entrance to Prospect Park. 10 minute walk to the 15th Street F & G train as well as the bustling Prospect Park West Street, filled with restaurants, bars, coffee shops and a book store. Ten minutes walk to the 15th sheet F&G train stop. I'm very happy to share my apartment with you, and have a few rules to ensure its a positiv",Windsor Terrace,11218,40.6560989,-73.97394715,Private room,2,1,1,100,1.96,60,0.828222222
9357,Midtown Pied-a-terre,"HELLO.  PLEASE DO NOT HIT ""REQUEST TO BOOK"". HIT CONTACT HOST BELOW FIRST.  THANK YOU. Cozy & comfy studio on a quiet, tree-lined street, right in the heart of New York City!  Close to many subways with elevator & doorman. PLEASE DO NOT HIT ""REQUEST TO BOOK"". HIT SMALL ""CONTACT HOST"" ABOVE IN RED FIRST.  THANK YOU. LOCATION, LOCATION, LOCATION!  Cozy and comfortable midtown studio on a quiet tree-lined street, right in the heart of New York City!  Elevator, doorman, and laundry in the building... kitchen, private bath, approx. 300 sq. feet. Television, cable internet & wifi available, national phone service available upon request, and kitchen wares included.   Right in the theatre district, and central to all things in NYC; 5 minute stroll to Central Park/Columbus Cirlce, 10 minutes to Times Square, Lincoln Center, Carnegie Hall, etc.  Close to most subway lines, and most any food your heart desires.   Sometimes DATES ARE AVAILABLE THAT AREN'T LISTED, so please contact me.  Thank you! ",Hell's Kitchen,10019,40.76715385,-73.98532907,Entire home/apt,2,1,0,90,0.53,150,0.882512069
9518,"SPACIOUS, LOVELY FURNISHED MANHATTAN BEDROOM","A VERY WELCOMING HOME WITH GOOD CARING PEOPLE EXCITED TO HAVE YOU IN OUR HOME. PLEASE BE RESPECTFUL AND KIND. 20 MINUTES TO TIMES SQUARE FULLY FURNISHED BEDROOM - TV, INTERNET, WI-FI, RADIO, HEAT, AC ALL UTILITIES INCLUDED  ACCESS TO THE ENTIRE APARTMENT LOOKING FOR  RESPONSIBLE, MATURE PEOPLE ONE BLOCK AWAY FROM THE 1 LINE  TWO BLOCKS AWAY FROM THE A LINE  LOVELY INWOOD PARK TWO BLOCKS AWAY  20 MINS TO MIDTOWN 24HR BUS & TRAIN SERVICE Dyckman Farmhouse Museum  4881 Broadway, New York, NY  Hours:  Today 11am Ã¢Â€Â“ 4pm  Transit: 207th Street-10 Av  CostÃ¢Â€Â_: Adults $1; Children (under 10) free The Cloisters  Fort Tryon Park, 99 Margaret Corbin Drive, New York, NY  Hours:  Today 9am Ã¢Â€Â“ 5:15pm  Transit: Dyckman Street (200 St)  The Cloisters is a museum located in Fort Tryon Park, New York City. The building, which is a branch of the Metropolitan Museum of Art, was reconstructed in the 1930s from the architectural elements of several European medieval abbeys. It is used to exhibit art and archite",Inwood,10034,40.86481676,-73.92105541,Private room,2,1,1,83,1.13,44,0.758524242
9657,Modern 1 BR / NYC / EAST VILLAGE,"Awesome, spacious & clean 1 bedroom with a cozy, designer vibe. Located in the east village, it is perfectly convenient for great restaurants and bars of all varieties. Super convenient access to subway lines; only 4 blocks from L train or quick walk to Union Square with access to N, R, Q and 4,5,6, short walk to F, V at 2nd Avenue or 6 at Astor place. The east village offers a mixture of old school cool NY flavor and new school sophistication. Fun and unique boutiques and cafes line the streets. For some urban nature, Thompkins Square Park is just 1 block east. Although the neighborhood is lively and fun, the apartment is nice and quiet at night. As a designer in the interior/home field, I bring a unique element of style to my home. If you are interested in a classic, cool downtown experience in comfortable spot, this is for you!!! Maps, Local recommendations, Menus The east village offers a mixture of old school cool NY flavor and new school sophistication. Fun and unique boutiques a",East Village,10003,40.72919822,-73.98541526,Entire home/apt,3,1,1,93,0.21,180,0.857365217
9668,front room/double bed,"for couples or friends who are ok with sharing a bed. it's in the front of the apartment & while everyone must walk past it when they enter, it offers a bit more privacy than the other room(s) as it is more isolated. more noise from the nearby stairs _________________________________________________ F.A.Q. F.A.Q. F.A.Q. F.A.Q. F.A.Q. F.A.Q. F.A.Q. F.A.Q.  FREQUENTLY ASKED QUESTIONS -------------------------------------------------------------------------------------- Hi, are xx-xx dates available? check the calendar, if there's availability, feel free to make a booking, i've had many times other guests book the dates someone is looking for because they are writing to ask me if the days they want are available.  --------------- Where are you located?? check the tab on this listing that says ""location"", that will show you where i live, and where you will be located in relation to wherever you would like to visit. --------------- How far away are you from X? times square- 15 minutes centr",Harlem,10031,40.82245163,-73.95103643,Private room,2,1,1,87,2.03,50,0.798168018
9704,Spacious 1 bedroom in luxe building,"The room is spacious, the neighborhood is safe, and you are 10 blocks north of Central Park. The Subway is a 4 minute walk with Express and Local trains.  Plenty of restaurants, bars and cafes nearby. The room has a desk and chair. Sorry, the picture has not been updated. Comfortable and conveniently located 2 bedroom, 1.5 bathroom in the best area in Harlem (8th Avenue, between 120th and 121st streets). The second bedroom has a closet, dresser, and full size bed.  It is fully equipped with fresh linen, towels, etc. Please note, I only rent the room to two guests when I am out of town. Large modern living room/dining room has a sofa bed, tv but no cable, wifi (throughout apt), antique dining room table and chairsÃ¢Â€Â_ Full kitchen with everything you could possible need and washer / dryer Nearby Restaurants/bars: Vinteria - (8th Ave & 119th) Delicious cafÃƒÂ© / restaurant Ã¢Â€ÂœLes AmbassadesÃ¢Â€Âù (8th Ave & 119th) Cedric - French (119th and St. Nicolas) Billy's Black - (119th and St. Nicolas) Harlem ",Harlem,10027,40.81305263,-73.95466168,Private room,2,1.5,1,98,1.43,52,0.867844
9782,Loft in Williamsburg Area w/ Roof,"A private bedroom in an eclectic 3 bedroom loft apartment in an old warehouse. Very close to lots of great bars, venues, shop, restaurants and activities in Williamsburg and Greenpoint, and just 30 minutes to central Manhattan. Best for laid back younger guests. It's a bit dusty from being by the highway, so it's not for everyone. Hi there!  Available for short term stay is ONE of three separate small private rooms, each about 90 SF, with full bed mattresses lofted above the floor with some short steps up. There is a roof with some chairs and a good view of the Manhattan skyline. It's very near delis, fun bars, really great restaurants, awesome pizza, a nice cafe, 15 minute walk or 5 minute b24 bus ride to the Graham L subway stop and 15 minute walk to the Nassau G, and 30 minutes total travel time to Union Square. That is a central subway hub. From there you can get to Times Square, Grand Central, Chinatown, and Wall Street area in 5-10 minutes, or the major museums in 15 minutes. It ",Greenpoint,11222,40.72219317,-73.93761942,Private room,2,1.5,1,80,1.66,55,0.756590608
9783,back room/bunk beds,"this simple small room is good for  friends traveling together or couples who don't mind sleeping in separate beds while they stay here. you must walk past the living room where there's sometimes guests or the host(ess) hanging out. _________________________________________________ F.A.Q. F.A.Q. F.A.Q. F.A.Q. F.A.Q. F.A.Q. F.A.Q. F.A.Q.  FREQUENTLY ASKED QUESTIONS -------------------------------------------------------------------------------------- Hi, are xx-xx dates available? check the calendar, if there's availability, feel free to make a booking, i've had many times other guests book the dates someone is looking for because they are writing to ask me if the days they want are available.  --------------- Where are you located?? check the tab on this listing that says ""location"", that will show you where i live, and where you will be located in relation to wherever you would like to visit. --------------- How far away are you from X? times square- 15 minutes central park 10-20min(d",Harlem,10031,40.8213018,-73.95318341,Private room,2,1,1,88,2.37,50,0.793426693
10452,Large B&B Style rooms,"Private Rooms for Rent (Phone number hidden by Airbnb) EVERYTHING IS INCLUDED!!! JUST BRING YOUR CLOTHES.  $70  Low monthly rental rate  Offering a lovely furnished private rooms with full kitchen and bathroom in a brand new home for male or female. Perfect for travelers, students, international guests.  Included:  All Utilities  Comfortable bed or pullout sofa (full size with fine linens, soaps and towels)  Fully equipped Kitchen and bath  All Rooms are extremely Clean and large  TV, High speed internet cable  Wireless internet  Housekeeping  Laundry room on premises  Great location: Franklin Avenue in Downtown Brooklyn.  Clean and Safe area. Two blocks from the A, C, and Shuttle train to the B, Q. Quick stops to Manhattan. Close to shopping area. Two blocks from the A, C, S train with quick and easy access to Manhattan.",Bedford-Stuyvesant,11238,40.68310315,-73.95473053,Private room,3,0,1,94,0.69,70,0.842916901
10962,"Lovely room 2 & garden; Best area, Legal rental","Lovely room,  gorgeous garden, helpful host in beautiful, vibrant Park Slope.  Very safe area, quiet, but exciting and culturally rich neighborhood, excellent restaurants, beautiful Prospect Park. 3 minutes walk to 3 great subway lines.   LEGAL rental. Please read,  then write me about your trip and needs.  Please do NOT request reservation until I reply ""YES"". I'll send you my excellent travel and visitor booklet! Welcome to an historic and stunning 4-story Brooklyn house, lovely garden, in beautiful Park Slope!  Very safe,  quiet, dynamic,  and popular neighborhood!  140 year old house filled with light, color, artwork.  Three excellent SUBWAY LINES (R, F, G)   3 minutes walk.   I have a  LEGAL rental of  2 bedrooms on top floor with a clean, SHARED  bathroom (hasn't been problem for guests).  Professionally cleaned.  Please write me, and wait until I reply ""yes! before you request reservation.   Discounts for longer stays.  Flexible in winter months.  Please ask if you need a shorte",South Slope,11215,40.66869254,-73.98779831,Private room,2,1,1,94,1.42,88,0.9067
11708,Cute apt in artist's home,"We are renting a private basement apartment in our home. The apartment space is totally private, nothing shared. It has a separate bedroom, bathroom and kitchenette with mini fridge and coffee maker (there is no stove for cooking).  You will have use of a hair dryer. There are small windows in the bedroom and kitchenette area. The bathroom and kitchenette are all newly built. Full size bed sleeps 2 people. We cannot accommodate more than 2 people, sorry! Our basement room with private bathroom and kitchenette is located in our home where we reside upstairs. There are custom-made artistic details throughout the apartment, including beautiful steel banister, thick maple wood bench, sculptural metal table and unique sculpture throughout. Interesting concave yellow bathroom tiles light up the bathroom. Bushwick is a vibrant community with lots of restaurants, bars, art galleries, cafes and street art. We are renting a private basement apartment in our home. The apartment has a separate bed",Bushwick,11237,40.70185619,-73.92744979,Entire home/apt,2,1,1,86,1.71,85,0.81223172
12048,LowerEastSide apt share shortterm 1,"Live like a New Yorker instead of staying in a overpriced hotel/hostel. Share my small, cozy one bedroom apt. nestled in the  historic lower east side, steps to the subway and walking distance to the coolest neighborhoods. Sofa sleeper in living room Don't stay at a hostel! Stay with me in my lower east side apartment. ( Before reading description, PLEASE NOTE: do not automatically book with out messaging me first.) Cute, cozy, 1 bdrm apt in hip lower east side of Manhattan to share for short term stays - 1 person only for this particular listing (possible 2nd person (***no couples, see below***) Good situation for tourist looking for cheap place to stay that is more private and homey than a hostel or someone moving to NY and looking for a home base while you look for something more permanent or someone here in NYC for short term work/business.  I have a new comfy sofa sleeper in living room. The apartment is small with separate rooms for bedroom and living room. I would stay in bedroo",Lower East Side,10002,40.71400913,-73.98917149,Shared room,1,1,1,96,1.88,35,0.864584236
12192,ENJOY Downtown NYC!,"Please contact BEFORE sending reservation request.  Private Room with room for two, queen size bed in BASEMENT 3-bedroom apartment in bohemian East Village neighborhood. Restaurants, shops, live-music, night-life are all within blocks!   Awesome area for exploring downtown and seeing how NY'ers live.   Apartment is in back of building and quiet for sleeping.   Flexible check-in and you can come and go as you please.  I love hosting travelers and will provide as much information as you want! You get your own room with comfortable queen size bed in 8x10 space.  Has plenty of storage & desk with fan & air conditioner during warmer months.  Good for short and long stays.   You will share the kitchen & bathroom with other guests and my roommate. Best for budget travelers looking for a safe, clean, convenient home base to experience NYC. Again it is in a three bedroom BASEMENT apartment with little sunlight.  FYI:  you must enter through building courtyard to get to apartment - so you will p",East Village,10009,40.72290123,-73.98199039,Private room,2,1,1,87,2.1,68,0.813858952
12299,Beautiful Sunny Park Slope Brooklyn,"This is a large one bedroom apartment located on the second floor of a beautiful national historic landmarked building.   It is located three blocks from the F train which will have you into Manhattan within twenty minutes.  Prospect Park, the largest park in Brooklyn is a block away. There are many great restaurants and bars within walking distance.",South Slope,11215,40.66277875,-73.97966003,Entire home/apt,2,1,1,97,0.24,120,0.720542857
12303,1bdr w private bath. in lofty apt,"Im renting 1 furnished  bdroom (full size bed) with its own bathroom in smoke free 2 bedroom apt. The apt is located in Fort Greene in a renovated Armory. Bldg offers 24h doorman- laundryroom. 1 block away from restaurants, Fort Greene park and CNRQBD trains(10min subway ride to Manhattan).  I rent the room for a minimum of 6 days.",Fort Greene,11205,40.69673095,-73.97583859,Private room,2,2,1,100,0.24,120,0.902658333
12318,West Side Retreat,"One Bedroom with your own private bathroom is available in this 2 bedroom, 2 bathroom, doorman building in the heart of the West Side of Manhattan.  The bedroom has a Queen size bed and TV.  The kitchen has every modern convenience to make cooking fun.  Please be prepared to book online, because I cannot hold your requested days... Location: Steps to Riverside Park, 1  and 1/2 blocks to subway.  Near the famous Zabars,  Museum of Natural History and major clothes shopping. I am at the office all day, sometimes early evenings. There is a list on the dinning room table with all the info you may need. Cynthia is easy to reach if you have any questions.  Roni",Upper West Side,10024,40.79009375,-73.97926932,Private room,2,1,1,94,0.64,135,0.893675
12343,BEST BET IN HARLEM,"Centrally located in the heart of Harlem located just steps away from major tourists destinations such as: The Schomburg Center for Research in Black Culture, The Apollo Theater, The Studio Museum of Harlem, Abyssinian Baptist Church, StriverÃ¢Â€Â™s Row, the Theresa Hotel, Astor Row, and the legendary Jungle Alley, is this beautiful West 131st Street apartment.   Open, airy, 1,000 Sq. Ft. one bedroom apartment centrally located in a brownstone in the heart of Harlem.  1-2 Guests $150 a night; 3-4 Guests $175 a night 	17 ft. ceilings, top floor, skylights, private 	Sleeps up to 4 (1 queen-sized bed, pullout sofa-bed, blow up mattress available upon request) 	Close to transportation: 15-20 minutes to midtown 	wifi internet service, cable television, cd player/radio 	close to 2 major supermarkets ",Harlem,10027,40.81175022,-73.94477774,Entire home/apt,3,1,1,97,0.84,150,0.840951111
12627,Entire apartment in central Brooklyn neighborhood.,"My place is close to Prospect Park  and youÃ¢Â€Â™ll love it because of the neighborhood. Right in the heart of  ""Little Caribbean"", its central to grocery, restaurant, gym, yoga and bars.  It's also an ideal place for couples, solo adventurers, and business travelers. Spacious 1 bedroom apt in Prospect-Lefferts Garden neighborhood. The large living room can convert into an additional sleeping space for your stay using a queen sofa bed.  WiFi. Balcony has lovely view of Prospect park and Eastern Brooklyn.     Safe building with 24 hr security. Steps from Beautiful Prospect Park, Zoo, Brooklyn Museum of Art, Botanic Gardens and the Brooklyn Public Library. Bars, restaurants, yoga studios & gym all within 2 mins walk. Also only 20 mins from Union Square. NYC Subway lines Q, B, and S to Prospect Park. This makes for an easy commute to all areas of Manhattan & Brooklyn.",Prospect-Lefferts Gardens,11225,40.65943533,-73.96238026,Entire home/apt,2,1,1,96,0.46,150,0.692766667
12937,"1 Stop fr. Manhattan! Private Suite,Landmark Block","Private room, dedicated bath and a separate entrance. Totally renovated Queen Anne Historic Townhouse Home on a safe, Landmark Block. Only one stop from Midtown Manhattan! Enjoy the rear private Garden at breakfast time. Beautiful tree lined,quiet street. 4 subway lines ( E, M, 7 and G ) are one block away! Great restaurants, supermarket and cafes nearby. Beautifully renovated bedroom suite in 1890 Townhouse on Landmarked block, only 5 minutes from Manhattan.  Dedicated entrance under stoop to foyer leading to bedroom suite assures privacy (my daytime office/library is in the rear of this floor). Includes one double bed (sleeps 2), & one  thick futon sofa bed (sleeps 2 addit'l ).Microwave, small refrigerator, coffee maker in room.  THERE IS NO TV. NO COOKING . WIFI available. A friendly, medium sized dog (Gus) is on the premises.   Private Bathroom (walk-in shower stall big enough for two).  Soap, Shampoo, Clean towels, hairdryer provided.  Housekeeper once a week.   Beautiful rear gar",Long Island City,11101,40.74770819,-73.94739548,Private room,4,1,1,98,2.12,130,0.889257009
12940,Charming Brownstone 3 - Near PRATT,"Super cute 1 bedroom apartment in a 100 year old, historical Brooklyn brownstone.  We are central in Brooklyn and right across the street from the subway.  Lots of Cafes and bars nearby.  10 minutes to lower Manhattan and SOHO, 30 minutes to Times Square. If you're traveling to New York City donÃ¢Â€Â™t settle for a cramped hotel room. Stay in an Historic Brownstone and get a true taste of living as a New Yorker.  This 1 bedroom apartment with attached den, is best suited for 2 guests, but can sleep 4.  It is truly charming, with tin ceilings, hardwood floors,  newly renovated  bathroom & kitchen with stainless steel appliances. It also includes free wifi internet!  Living room has a sofa bed and there is a daybed in the small room. Best suited for 2 or a family of 4.  This is a 1.5 bed room apartment- 1 large bedroom with private den attached.  Located in the Bedstuy/ Clinton Hill neighborhood of Downtown Brooklyn. We're across the street from the C Train & S Shuttle that connects to the 2,",Bedford-Stuyvesant,11238,40.68111224,-73.95591104,Entire home/apt,2,1,1,85,0.48,110,0.801713462
13050,bright and stylish duplex,"Wonderfully bright, comfortable, and stylish, this duplex in the heart of the historic Bed-Stuy brownstone neighborhood of Brooklyn is perfect for families, couples, or business travelers. Two large, bright bedrooms and a large bathroom in the upper duplex of a a brownstone in the fabulous Bed-Stuy neighborhood of Brooklyn. Brightly light, lots of space, and a beautiful mix of modern and antique furniture, with a well-equipped kitchen, as well as a washer-dryer and dishwasher. A 10-year-old lives here so there are lots of books and toys for kids. Blocks from the subway and two buses; coffee shops, wine store, and great restaurants around the corner. Depending on the booking, either the whole apartment or one floor of it will be available. There is a large master bedroom downstairs (3rd floor) -- the other bedroom (also Q-sized loft bed), as well as two living rooms and the bathroom, are upstairs (4th floor). I will be available, either onsite or via e-mail, phone, and text, during your",Bedford-Stuyvesant,11221,40.68554226,-73.94090223,Entire home/apt,5,1,2,94,0.11,115,0.865809091
13076,SPACIOUS SUNNY ROOM,"This large sunny room is comfortable and clean for all guests. Room is business travel ready.  **Please say if ask you are visiting me from out of town. Enjoy your stay in this beautiful, large, and sunny room for business or leisure. Equipped with a full size bed, clean white bed linens and television for your viewing pleasure, you will be sure to enjoy your stay. The apartment is a 5 minutes walk to the Brooklyn Museum, 7 mins to the Brooklyn Botanic Garden,  10 mins to Prospect Park and the weekend Farmers Market at Grand Army Plaza. Also in the area are many new restaurants, shops, and bars for your dining pleasure. Travel distance to Manhattan on the 2/3 train lines from Eastern Parkway is 25-30 minutes. There are also local buses, #45 and #41, to take you downtown Brooklyn where you can shop til you drop. Brooklyn is happening with attractions that include Barclay's Center, home of the Brooklyn Nets, the Brooklyn Academy of Music (BAM), Atlantic Mall with its many stores such as ",Prospect Heights,11238,40.67504513,-73.96436639,Private room,1,1,0,90,0.14,70,0.802575
13121,(E) RIGHT ON BUDGET,"Private Room in residential home with a Private bath. Minimum stay 2 nights. ***(NO SMOKING)*** There will be a charge of $150 (BILLED TO YOUR CREDIT CARD/ACCOUNT) for any smoking in rooms or thru windows to include incense and candles, or damages to items within the home:  Hardwood floors, AC, cable-TV, internet, use of full kitchen with microwave.(URL HIDDEN) ************* Thank you for choosing JullettÃ¢Â€Â™s Place for your accommodation while visiting our lovely but Ã¢Â€ÂœexpensiveÃ¢Â€Âù city.  I will do my best to help you have a wonderful and exciting time by providing you with maps, ideas, information and places to see and visit during your stay. Ã¢Â€Â¢ When in doubt please ask about anything and everything.  I will take the time to get the information for you Ã¢Â€Â¢On the other side are the house rules (not written in stone), but to help both of us (Host and Guest) better understand each other.    It is my goal to provide excellent  service to you and I do need your participation. Ã¢Â€Â¢We are 5 boros (Manh",Jamaica,11434,40.67116992,-73.76576428,Private room,4,1,1,83,0.66,68,0.825764615
13394,Fort Greene brownstone ,"Large private parlor room with high ceilings in beautiful brownstone on quiet street 1 block from Fort Greene Park. Share full kitchen/bathroom/washer-dryer/wi-fi facilities with documentary sound recordist, who lives in the other side of the 3-bedroom apartment (often away & place will be all yours!)   8 minutes to B/Q//R/4/5/2/3/C/G subways (only 1 stop to Manhattan!)  Multiethnic & multicultural neighborhood has many lovely bars/cafes/restaurants/shops, and farmers market & flea market on weekends.  By the way, guests:  There has recently been some static regarding the legality of renting out one's apt on airbnb in NYC, which seems to be an attempt by the hospitality industry lobby to push the City Council to disallow such practices, on insurance and liability grounds. So if you are sitting outside on the stoop, or coming in & out of the building, and some other tenant asks you who you are, just say you're a friend of Alex's. No need to say you're a short-term paying guest - other t",Fort Greene,11205,40.69142449,-73.97375764,Private room,2,1,1,94,1.15,80,0.905386885
13414,Cat Lover Bargain in Heart of Williamsburg,"Extremely low price for a catsitter with good references. and if all goes well, I'll refund you 100%. Take care of my friendly cat while I'm out of town and have my cozy, ultra-convenient, 4-rm prewar apt in the true heart of Williamsburg - a 2-minute walk from the subway - all to yourself. Flexible dates, though on certain dates you may overlap with me before I leave and after I get back. I do need you to stay for most of the time I'm gone, though. My kitty gets lonely! Note to prospective guests. I need you to be here 10/2 pm-10/11 am to take care of my cat (give or take a night), but arrival and departure dates before and after that are flexible, if you don't mind sharing the place with me. -------------------------------------------------------------------------------------------------- My sunny (every room has at least one window with a view), airy, comfortable prewar home is in the absolute center of the north side of Williamsburg, Brooklyn, a half-block off of the main Bedford A",Williamsburg,11249,40.71786508,-73.95907725,Entire home/apt,2,1,1,94,0.53,1000,0.932910638
13552,Cute Cozy Studio in Manhattan,"I've been living in NYC for since 1996.  The area this studio is located is my favorite!  So close to so much!  And subways are a block away! Not that you'll want to watch much TV while here, but I do have AppleTV loaded with Netflix, Hulu, HBO, and Amazon. Fully Furnished, Cozy, Private Studio Apartment on Manhattan's Historic Upper West Side Just a a 25 minute walk to Times Square, or a 5 minute train ride on the 2 or 3 express!  Or take the bus and see the views on the way downtown (bus stop 10 feet from my front door!). All the necessities are conveniently close by such as:     * B,C and 1,2,3 trains (1 block away)     * Laundry (across the street)     * Drug Store (across the street)     * Supermarkets Trader Joe's, Fairway, Pioneer      * Restaurants, Bars (across the street) Famous Points of Interest within walking distance:     * Central Park     * Hudson River Park     * the Dakota     * Columbus Circle     * Lincoln Center     * American History Museum Apartment has for your ",Upper West Side,10023,40.77897583,-73.98171431,Entire home/apt,2,1,0,93,1.69,120,0.858932044
13808,Blue Room for 2 in Brownstone for $1350 monthly,"Romantic quiet room in a beautiful 1800 Liberty house in Central Brooklyn, the ideal cozy retreat to relax after a full day chasing the city. Private Victorian bathroom with crow feet tub to soak and nap waiting for the sun to come up... A beautiful room for two people in a historical four stories brownstone with original wood details from the 1800s, on a lovely quiet street, one block away from subway, laundry mat, supermarket, and shopping. Cafes, restaurants, and wine bars all around. Guests will have use of a fully functional, modern, all stainless steel kitchen on the upstairs floor. The room is WiFi ready.  It has a queen size iron bed, an antique mirror dresser and a secretary, a ship steam trunk, a sofa, a round table where you can eat at, two large wall closets, one with drawers and shelves. Every bedroom in the house has its own private bathroom, so you don't have to share your bathroom with anyone. Your bathroom is right outside the room, it has a claw foot bathtub. The matt",Bedford-Stuyvesant,11216,40.68042556,-73.93933665,Private room,2,1,1,94,1.04,80,0.910601905
14287,Cozy 1BD on Central Park West in New York City,"Spend your time in this pre-war brownstone apt on Central Park West.   Cozy. Cool. Very quiet. Faces the back. Engage in the excitement that is New York, but rest in this little oasis. Enjoy this cozy pre-war brownstone right on Central Park! I'm a big traveller, so the place is artfully decorated with mementos from India, Brazil, Japan, and Spain. But-- the goosedown-filled sectional is from Crate and Barrel, and will soak you right up!  You can have it all to yourself. This 1 bedroom is uncharacteristically quiet for New York, as it faces the back of the building. You'll always get a good sleep at night, and a nice hot shower in the morning. Step onto beautiful tree-lined 85th Street and let your New York adventure begin! Take the subway at the end of the block. Walk the other direction if you're stomach is growling!  Italian, Mexican, American, Greek .... all types of cuisine are within walking distance from this apartment! Wi-fi, VERY CLEAN,VERY NICELY FURNISHED (800sf) ONE BEDROOM",Upper West Side,10024,40.786352,-73.97008197,Entire home/apt,2,1,1,92,0.36,170,0.562992105
14290,* ORIGINAL BROOKLYN LOFT *,"Original factory building loft,  lots of natural light 1200+ sqf loft 1 x bedroom with queen bed 1 x bed loft area with queen bed (ladder steps to access) open plan kitchen living area BROOKLYN FACTORY LOFT MORGAN AVE L train (5 mins walk away)  (15 mins to union sq) Bushwick / East Williamsburg Large loft,  1200sqf, 14ft ceiling, top floor,loads of light , 2 large queen beds  (1 loft deck/bedroom with ladder steps) office area with large desk, fast  wi fi internet, open plan lounge and commercial style kitchen, dining area, stereo for musics etc, photo/art books, projector for evenings in. rooftop one flight up for a view of Manhattan and Brooklyn. fresh towels, sheets, soap etc, provided. lots of light with large windows on south and west direction. This is a non smoking Apartment :) great location in Bushwick, local cafes, bars, organic grocery store open 24hrs, art gallery, 5 minute walk to L train station 1 block from NY Loft Hostel,music venue downstairs, cafe, and the amazing Ro",Williamsburg,11206,40.70420194,-73.93559682,Entire home/apt,2,1,2,94,0.66,225,0.811319718
14314,Greenpoint Place...Has It All! ,"Greenpoint Place still has great dates available but we are booking up fast!  You can rest assured, our private home falls within the NYC short term rental guidelines. You will enjoy a fully furnished living space which occupies the entire ground floor of our 1889 Victorian home. We offer you a complete kitchen w/ all appliances, beautifully tiled bath w/oversize shower and a separate bedroom w/double bed, closet and chest of drawers. Living room w/HDTV and a queen size sofa bed for additional sleeping space. Linens, towels, basic paper products and soap/shampoo are included. On street parking is free, safe and widely available most likely in front of our home. We are a short walk to the 7 train which puts you along 42nd St. in one stop!  The East River Ferry, a nice alternative to the subway, is only six blocks away on India St. and the East River!  Fabulous restaurants, galleries and bars are flooding our neighborhood.  Enjoy the unique, diverse community feeling of Greenpoint. You w",Greenpoint,11222,40.73506082,-73.95392338,Entire home/apt,4,1,1,96,1.22,144,0.866787786
